section_info,question_text,answer_text,views_info,date,link1
Turli savollar,"Assalomu alaykum! Zikr ahlidan so'rang hayati. Biz ayollarga xos guruh ochganmiz, shu erda ayollarimizga kerakli masalalar va maslahatlar olib borish maqsadida bir opamiz “Ilon sho'rva hamma dardga davo ichsa bo'ladi” dedilar. Boshqa opa esa “islomda joiz qilinmagan 10 ta narsadan davo bor bularning 9 tasi haloldan 1 tasi haromdan, haloldan shifo topmagach haromga ruxsat berilgan va (qo'shimcha qilib), bu dunyoda ilon eganlar oxiratda badanlaridan ilonlar teshib hamma joylarini eb tashlashar ekan” dedilar. Shu narsalar to'g'rimi? Ilon sho'rvani islomda istemol qilish joizmi? Hastalarga shifo uchun ilon sho'rva ichirish to'g'rimi? Iltimos aniqroq qilib tushuntirib bersangizlar. Alloh rozi bo'lsin.",Va alaykum assalom! https://savollar.islom.uz/s/16710,420,06.07.2015,https://savollar.islom.uz/s/16710
Turli savollar,Assalamu alaykum! Men bir odamni bilaman ikki ayoli bilan bir uyda yashaydi va ikkalasi bir biridan va eridan turmushidan rozi. Ikkinchi ayolga uylanish uchun qanday shartlar kerak? Birinchi xotini rozi bo'lmasa ham bo'ladimi?,Va alaykum assalom! http://islom.uz/content/view/336/137/,2679,06.07.2015,http://islom.uz/content/view/336/137/
Turli savollar,"Assalomu alaykum! Sayt azolari savolim shundan iboratki men hozirda Moskva shahridaman. Bu erdagi kvas ichimligiga “1.2% spirt qo'shilgan” deb yozilgan. Men undan olmayman, lekin ko'chada sotib kelgandan “spirti bormi” deb so'rasam, “bunda spirti yo'q” deb javob beradi. Sotuvchi rus inson, musulmon emas. Shu ichimlikni ulardan sotib olib istemol qilsam bo'ladimi?",Va alaykum assalom! http://savollar.islom.uz/smf/index.php?topic=18152.0http://savollar.islom.uz/smf/index.php?topic=18252.0http://savollar.islom.uz/savol-7267/http://savollar.islom.uz/savol-4242/http://savollar.islom.uz/savol-8122/,3771,06.07.2015,http://savollar.islom.uz/smf/index.php?topic=18152.0http://savollar.islom.uz/smf/index.php?topic=18252.0http://savollar.islom.uz/savol-7267/http://savollar.islom.uz/savol-4242/http://savollar.islom.uz/savol-8122/
Turli savollar,"Assalamu alaykum! Duo qilayotgan kishi Payg'ambarlarni adadini aniq qilib yani “124ming payg'ambar haqiga” deb duo kilsa bo'ladimi? Bir kishi “adadi aniq emas, aniq aytib duo qilsa iymonga futur etishi mumkin, payg'ambarlar sonini Allohdan o'zga hech kim bilmaydi” dedi.","Va alaykum assalom! http://savollar.islom.uz/savol-171/ Lekin ularning adadini aytmagan yaxshiroq. Nabiy va rosullarning adadi haqida imom Ahmadning “Musnad”larida Abu Zarr roziyallohu anhudan rivoyat bor. U kishi aytadilar : “Men : Ey Allohning rosuli anbiyolarning adadi qancha? – dedim. U zot : bir yuz yigirma to'rt ming, ulardan rosullari uch yuz o'n beshta dedilar”. Ibni Hibbon bu hadisni sahih deganlar. Unga xilof o'laroq Abul Faraj ibni Javziy bu hadisni o'zining “Mavzuotlar” kitobida zikr qilgan. Vallohu alam.",2049,09.07.2015,http://savollar.islom.uz/savol-171/
Namoz,Assalomu alaykum! Hurmatli ustozlar men safarda ketma-ket 3 kun namozlarimni qazo qilib qo'ydim. Endi safardagi qazo qilingan namozlarimni qazosini qanday o'qiyman? Masalan vitrni ham qazosi o'qiladimi? Qazo namozlarimni qasr qilib o'qiymanmi? Shu va shunga o'xshash savollar haqida ko'proq malumot bersangizlar!,"Va alaykum assalom! http://fiqh.uz/index.php/ibodat/halol-harom/safar/582-musofirning-namoziga-oid-masalalar"" rel=""nofollow""&gt;http://fiqh.uz/index.php/ibodat/halol-harom/safar/582-musofirning-namoziga-oid-masalalar",2977,06.07.2015,"http://fiqh.uz/index.php/ibodat/halol-harom/safar/582-musofirning-namoziga-oid-masalalar"""
Turli savollar,Mo'min va musulmon kishining farqi?,Va alaykum assalom! http://savollar.islom.uz/smf/index.php?topic=28573.0,2498,05.07.2015,http://savollar.islom.uz/smf/index.php?topic=28573.0
Turli savollar,"Assalamu alaykum! Din yo'lida qilayotgan ishlaringizdan Alloh rozi bo'lsin, ilmlaringizni bundan-da ziyoda qilsin. Yozning issiq kunlarida shaharning turli joylarida har-xil yahna ichimliklar sotilmokda. Shulardan oxirgi paytda maxsus idishlarda ""Kvas"" ichimligi sotilmoqda. Shu ichimlik haqida qanday fikrdasizlar? Istemol qilsa bo'ladimi? Agar noo'rin savol bergan bo'lsam uzr. Javobingiz uchun oldindan rahmat.",Va alaykum assalom! http://savollar.islom.uz/smf/index.php?topic=18152.0http://savollar.islom.uz/smf/index.php?topic=18252.0http://savollar.islom.uz/savol-7267/http://savollar.islom.uz/savol-4242/http://savollar.islom.uz/savol-8122/,7875,06.07.2015,http://savollar.islom.uz/smf/index.php?topic=18152.0http://savollar.islom.uz/smf/index.php?topic=18252.0http://savollar.islom.uz/savol-7267/http://savollar.islom.uz/savol-4242/http://savollar.islom.uz/savol-8122/
Turli savollar,"Assalomu alaykum! Berayotgan javoblaringiz uchun rahmat. Savolim: mening ukam yaqinda tijorat boshladi. Holat shundayki, o'zida tijorati uchun mablag'i kamligi uchun(o'zini puliga qo'shib tijorat qilish uchun) bir yoshi katta tanishimizdan pul olgan. Lekin u tanishimiz ukamga ""menga har oyda falon foizda foyda berib turasan"" demagan, balki ""pulni aylantiraver, qancha foyda qilsang ozmi-ko'pmi ko'nglindan chiqqancha menga ham berib turaverasan"" deb aytgan ekan. Ukam ishni o'zi yuritadi va bir safar ozrok, bir safar ko'proq nasiba(tushgan foyda)ga qarab foydadan ulushini berib turadi. Bu holatda ukamning u kishidan pul olib qilayotgan tijorati sudxo'rlikka kirib qolmaydimi?","Normal  0      false  false  false                     MicrosoftInternetExplorer4 Va alaykum assalom! Ukangizning pul olib tijorat yuritishi muzoraba deyiladi. Muzoraba joiz. Lekin uning o'z shartlari bor. 1-tushadigan foydaning ikki tomon aniq belgilab olishlari shart. Masalan etmishga o'ttiz yoki oz yoki ko'p. Bu ularning kelishuviga bog'liq. Zarar ko'rilganda tijoratchi mehnatiga, pul tikkan puliga kuyadi. Ukangiz shu shartlarni tayin qilmagani uchun ularning ishi sudxo'rlik bo'lib qolgan. http://fiqh.uz/index.php/ibodat/moliya/savdo/317-muzoraba Vallohu alam.",2137,03.07.2015,http://fiqh.uz/index.php/ibodat/moliya/savdo/317-muzoraba
Turli savollar,Assalomu alaykum! Namozxon odam bo'yniga kumushdan yasalgan zanjir taqib yursa bo'ladimi? Javobiz uchun oldindan rahmat.,Va alaykum assalom!http://savollar.islom.uz/savol-36623/Kumush idishlardan eb-ichish harom. Bo'yinga zanjir taqishda bir nav ayollarga o'xshashlik bor. Rosululloh sollallohu alayhi vasallam : “Ozini ayollarga o'xshatgan erkaklarga Allohning lanati bo'lsin” deganlar. Vallohu alam.,2675,05.08.2015,http://savollar.islom.uz/savol-36623/Kumush
Tahorat,"Assalamu alaykum! Ustozlar Allohim tanlaringizni sog' qilsin, Ozining yo'lida bardavom va barqaror qilsin. Men ishlayman, peshin paytiga tahoratni olib namozni tugatkandan keyin biroz dam olib yotaman. Osha yotgan paytimda ko'zim biroz uyquga ketadi. Aytaylik 15 yoki 30 daqiqaga, lekin orqadan el kelishi yo'qligi malum bo'lsa, shu holatda tahorat buziladimi? Javob uchun oldindan rahmat.",Va alaykum assalom! http://fiqh.uz/index.php/ibodat/toharat-poklik/323-ta-orat-kitobi,3266,06.08.2015,http://fiqh.uz/index.php/ibodat/toharat-poklik/323-ta-orat-kitobi
Namoz,Assalamu alaykum!,Va alaykum assalom! http://fiqh.uz/index.php/ibodat/halol-harom/safar/582-musofirning-namoziga-oid-masalalar,2114,08.08.2015,http://fiqh.uz/index.php/ibodat/halol-harom/safar/582-musofirning-namoziga-oid-masalalar
Turli savollar,"Assalamu alaykum! Hurmatli Zikr ahli savolim shuki erkak kishi qizil, sariq va ustiga har xil hayvonlar rasmi tushirilgan kiyim kiyish joiz emas degan gap eshitdim. Shu haqida malumot bersangizlar.",Va alaykum assalom!http://savollar.islom.uz/smf/index.php?topic=24573.0http://savollar.islom.uz/savol-38606/http://savollar.islom.uz/smf/index.php?topic=24804.0,2615,06.08.2015,http://savollar.islom.uz/smf/index.php?topic=24573.0http://savollar.islom.uz/savol-38606/http://savollar.islom.uz/smf/index.php?topic=24804.0
Ayollarga oid masalalar,"Assalomu alaykum! Boshqa din vakillari orasida ham jannatiylar bo'ladimi? Masalan Iso alahissalomni Allohning o'g'li deydigan nasroniylar, yoki butlarga sig'inuvchi hindlar, xitoyliklar, koreyslar va shunga o'xshash boshqa dindagilar. Yana bir savol ularni oila qurishdagi nikohi haqida ham bilmoqchi edim, agar ularning nikohlari xaqiqiy xisoblanmasa bolalari valadizino bo'lib qolmaydimi? Oxirgi savolim “kofir” deb dinsiz odamga aytiladimi yoki boshqa dindagilar ham hammasi kofir hisoblanadimi? Iltimos savollarimga to'liq javob yozsangizlar. Javob uchun oldindan rahmat.","Va alaykum assalom!http://savollar.islom.uz/savol-1505/http://savollar.islom.uz/savol-4924/Balki barcha oyat va hadislarda Iso alahissalolmni “Allohning o'g'li” deguvchilar, but va sanamlarga sig'inuvchilar, xullas Allohni yakka deguvchi va Rosululloh sollallohu alayhi vasallamga iymon keltirganlardan boshqa barchasi jannatga kirmasliklari haqida xabarlar bor. Vallohu alam.",3168,08.08.2015,http://savollar.islom.uz/savol-1505/http://savollar.islom.uz/savol-4924/Balki
Tahorat,"Assalomu alaykum! Menda 1 yildan beri tahoratdan so'ng 1-2 tomchi siydik chiqib ketadi. Bu holat kunlik 5 vaqt nomozning kamida 2-5tasida sodir bo'ladi. Sababini tekshirtirganimda bo'ydoqlik davri uzoq cho'zilgani va bu uylangandan so'ng o'tib ketishini aytishdi. Bu tashxisni Ozbekistondagi va Rossiyadagi doktorlar bir xil qo'yishdi. Ko'pincha peshin nomozini sunnatida shunday bo'ladi va sunnatni tugatib, qog'oz sochiqni almashtirib yana namozda davom etaman. Mustahab qilgani kirganimda 20-25 daqiqagacha siydik tugashini kutaman, bu holat 1-2 kunda 1-2 marta sodir bo'ladi. Shayx Hazratlarining ko'rsatmalariga amal qilgan xolda har namozga yangi tahorat olaman. 1) Agar tahorat olganimda ham va namozni ado etganimdan so'ng ham siydik chiqmaganligiga amin bo'lsam o'sha tahoratim bilan keyingi namozlarimni ado etsam bo'ladimi? 2) Men ushbu holatimda sohibi uzr hisoblanamanmi?",Va alaykum assalom! http://fiqh.uz/index.php/ibodat/toharat-poklik/586-so-ibi-uzr  Vallohu alam.,3410,05.08.2015,http://fiqh.uz/index.php/ibodat/toharat-poklik/586-so-ibi-uzr
Turli savollar,Assalomu alaykum! 2 ta kitobda oyatul kursi 2 xil yozilgan. Birida LA TAXUZUXU VA MA FIL ARD birida esa LA TAXUZUXU VA MA FIL ARZ deb yozilgan. Qaysi to'g'riroq va oyatul kursining Qurondagi nomini aytib yuborsangizlar. Rahmat.,"Va alaykum assalom! Ulamolarimiz Quronni ajamiy til harflarida yozishni Quronni tahrif(o'zgartirish) darajasidadir – deganlar. Chunki ajam tillarida arab tilidagi harflarning hammasi ham topilavermaydi. Bu esa arab tilidagi qaysi bir harf o'rniga boshqa harfni istemol qilishga olib keladi. Mustaqilligimizning avvalgi yillarida ommaning holatini nazarda tutib bazi bir ustozlarimiz bunga ruxsat bergandek ham bo'lishgan edi. Keyinchalik ilm vositalari rivojlanib ketganligi tufayli “joiz emas” degan asl hukmga qaytdi. Arab tilidagi “” ni o'zbek tilida ham, rus tilida ham o'rnini bosadigan harfning o'zi yo'q. Shuning uchun kimdir uning talaffuziga etibor qaratgan holda “d”ni kimdir “z”ni, kimdir esa ikkisining aralashmasini yozishga urinadi. Oyatdagi harfni qanday ekanligini Quron mutaxassisining og'zidan eshitish kerak. Vallohu alam.http://savollar.islom.uz/smf/index.php?topic=25898.0http://savollar.islom.uz/smf/index.php?topic=28733.0",8571,05.08.2015,http://savollar.islom.uz/smf/index.php?topic=25898.0http://savollar.islom.uz/smf/index.php?topic=28733.0
Turli savollar,"Assalomu alaykum! Hurmatli Zikr ahlidan so'rang sayti azolari. Sizlarning qilayotgan ishlaringizga Alloh taoloning Ozi ajru mukofotini bersin. 15 yil muddatga kvartira yoki hovli uyi olsa bo'ladimi? Oldindan 25 % pul to'lash kerak ekan, o'zingiz bilasiz yosh oila uchun qulayliklar yaratib berishayapti, naqd pul to'lagka qurbi etmagani uchun kreditka Bankdan kvartira yoki hovli olsa bo'ladimi? Javobingiz uchun katta tashakkur bildirib qolamiz.",Va alaykum assalom!http://savollar.islom.uz/smf/index.php?topic=33918.0http://savollar.islom.uz/smf/index.php?topic=18928.0http://savollar.islom.uz/smf/index.php?topic=25266.0http://savollar.islom.uz/smf/index.php?topic=8065.0http://savollar.islom.uz/smf/index.php?topic=34038.0http://savollar.islom.uz/savol-23253/,4740,05.08.2015,http://savollar.islom.uz/smf/index.php?topic=33918.0http://savollar.islom.uz/smf/index.php?topic=18928.0http://savollar.islom.uz/smf/index.php?topic=25266.0http://savollar.islom.uz/smf/index.php?topic=8065.0http://savollar.islom.uz/smf/index.php?topic=34038.0http://savollar.islom.uz/savol-23253/
Namoz,"Assalamu alaykum! Men sayitda yangiman xato kamchiliklar bo'lsa uzr so'rayman. Yaqinda safarga chiqmoqchi edim, shunda namozni qasr qilib o'qiganda niyat qanday kilinadi? Javob uchun oldindan rahmat.",Va alaykum assalom! http://fiqh.uz/index.php/ibodat/halol-harom/safar/582-musofirning-namoziga-oid-masalalar,2445,05.08.2015,http://fiqh.uz/index.php/ibodat/halol-harom/safar/582-musofirning-namoziga-oid-masalalar
Turli savollar,Assalomu alaykum! Bir qarindoshimiz aytishicha bir tanishi eskicha bilan shug'ullanar ekan va u qarshisidagi kishini avvalgi va keyingi hayotida nima bo'lishini aytib berar emish. Men uni folbin desam “yo'q u folbin emas faqat eskicha ilmdan foydalanadi” deydi. Men ikkilanib qoldim va ilmsizligimdan unga nima deyishni bilmayapman. Uni aytganlari to'g'rimi?,"Va alaykum assalom! http://savollar.islom.uz/savol-21689/http://savollar.islom.uz/savol-39083/http://savollar.islom.uz/smf/index.php?topic=15994.0Sen: «Osmonlaru erda Allohdan boshqa hech kim g'aybni bilmas», – deb ayt. Ular qachon qayta tiriltirilishlarini ham sezmaslar.G'aybni bilish faqat Alloh taoloning Oziga xosdir. Allohdan boshqa hech kim – na inson, na farishtalar, na jinlar g'aybni bilmaydi. Bu esa Alloh taoloning mutlaq ilm egasi ekanini anglatish bilan birga, maxluqotlar uchun U buyuk Zotning lutfi hamdir. Oylab ko'raylik, inson o'z taqdirini – bir kun, bir hafta, bir oy, bir yildan keyin yoki umrining oxirigacha nimalar bo'lishini aniq bilsa, uning uchun o'sha kun, hafta, oy, yil va umrning qizig'i qoladimi? Albatta, yo'q. Bu mulohaza faqat birgina g'ayb haqida. Yana qanchadan-qancha g'ayb ishlari bor, ularni ham mulohaza qilsak, shunga o'xshash hikmatlar kelib chiqaveradi.«Ular qachon qayta tiriltirilishlarini ham sezmaslar».Insonning qachon qayta tirilishi ham g'ayb ilmidir. Uni ham osmonlaru erda Allohdan o'zga hech kim bilmaydi. Insonlarning o'zlari qachon qayta tirilishlarini hatto sezmaydilar. Bu masala ham mayli, undan kattarog'ini ham sezmaydilar. Yoki bilarmikinlar? (Tafsiri Hilol). Vallohu alam.",2206,05.08.2015,http://savollar.islom.uz/savol-21689/http://savollar.islom.uz/savol-39083/http://savollar.islom.uz/smf/index.php?topic=15994.0Sen:
Namoz,"Assalomu alaykum!  Qori ummiyga iqtido qilsa namozini qayta o'qiydi. 1.  ""Qiroati tuzuk,  qiroati buzuq kishiga iqtido qilsa,  qayta o'qiydi"",  fatvoning tafsiloti haqida tushuntirib bersangiz.  Qiroati tuzuk qay darajada,  qiroati buzuq qay darajada bo'ladi.  Farz namozlarini deyarli doimo masjidda o'qiydigan kishining masul Imomlarining qiroatining tajvidi iqtido qiluvchining tajvididan bazisiniki zaif boshqasiniki juda zaif bo'lsa nima qilmoq kerak.  Iqtido qiluvchi Qori emas.  Agar masjidga kirmasa jamoatdan qoladi,  iqtido qilmasa fitna chiqadi,  fatvoni ayцa tushunmaydi.  Javob uchun rahmat.",Va alaykum assalom! http://fiqh.uz/index.php/ibodat/namoz/642-namozda-uvchining-adashishi  Vallohu alam.,2166,05.08.2015,http://fiqh.uz/index.php/ibodat/namoz/642-namozda-uvchining-adashishi
Turli savollar,"Assalomu alaykum!  Savdoda,  bozordagi yon sheriklarining molini,  mol egasining o'zining joyida yoki o'zining joyiga olib kelib sotib ustidan foyda olishlik halolmi?  Bunda molga oldindan pul berilmaydi,  qimmat sotsa egasini rozi qilib pulini berib,  ortig'ini olib qoladi,  bo'lmasa hammasini beradi,  sotilmasa mol egasida qoladi.  Mol egasi bilan oldindan kelishib olmaydi yani mol egasining o'zi yo'q bo'lganda qimmat sotib foyda oladi,  mol egasi tilida rozi bo'ladi,  lekin qalbini Alloh biladi.  Javob uchun oldindan rahmat.",Va alaykum assalom! http://fiqh.uz/index.php/ibodat/moliya/savdo/628-kelishuv-va-tida-kharidorga-sotiladigan-narsani-kejinro-topshirish-sharti-bilan-savdo-ilish Vallohu alam.,1805,05.08.2015,http://fiqh.uz/index.php/ibodat/moliya/savdo/628-kelishuv-va-tida-kharidorga-sotiladigan-narsani-kejinro-topshirish-sharti-bilan-savdo-ilish
Turli savollar,"Assalomu alaykum! Ozbek xonodonlarida qilinadigan “mushkulkishod” yani bir ""oya""ni olib kelishadi va uyda duolar o'qishadi va taomlarga suvga dam solishadi. Shuni qilsa bo'ladimi va shu dam solingan taom va suvlardan ichishning ziyoni yo'qmi? Javoblaringiz uchun rahmat.",Va alaykum assalom! http://savollar.islom.uz/savol-37664/http://savollar.islom.uz/savol-34174/http://savollar.islom.uz/savol-31494/http://savollar.islom.uz/savol-24510/http://savollar.islom.uz/savol-1092/,1922,26.07.2015,http://savollar.islom.uz/savol-37664/http://savollar.islom.uz/savol-34174/http://savollar.islom.uz/savol-31494/http://savollar.islom.uz/savol-24510/http://savollar.islom.uz/savol-1092/
Turli savollar,"Assalamu alaykum! Hurmatli Ustozlar, odam o'z avratiga ko'zi tushsa, yani hojatxonaga tozalash uchun kirganda qarasa yoki hammomda, yoki er va xotin bir birlarining avratiga qarasa gunohmi? Shariatda bunga qanday hukmlar bor? Bir do'stim “kishi xotinining avratiga qarasa, kiyomat kuni ko'zi oqib tushadi” deydi. Shu rostmi?",Va alaykum assalom! http://savollar.islom.uz/smf/index.php?topic=9925.0Er-xotin bir-birlarining avratlariga qarashligi yoki ushlashlarida hech qanday karohiyati yo'q. Vallohu alam.,6706,30.07.2015,http://savollar.islom.uz/smf/index.php?topic=9925.0Er-xotin
Turli savollar,"Assalomu alaykum! Sizlarni qilayotgan amalingizni Alloh bardavom qilsin ko'p birodarlarimizni va opa-singillarimizni savollariga javob berganingiz uchun sizlarga Alloh taolo ajru mukofotini bersin. Mening savolim quydagicha, erkak kishi qo'lida kumush uzugi bo'laturib yana boshqacharoq qilib yasatsa va qo'liga ikkita kumush uzuk taqsa bo'ladimi yoki bittasini olib tashlash kerakmi? Javobingiz uchun oldindan rahmat.",Va alaykum assalom! http://islom.uz/content/view/3165/100/http://islom.uz/content/view/917/137/,2420,30.07.2015,http://islom.uz/content/view/3165/100/http://islom.uz/content/view/917/137/
Turli savollar,"Assalamu alaykum! Shayx atamasi bu ilmiy darajami, ilmiy unvonmi, xalq etirofimi, yoki? Bu yuksak nom qaysi muassasa tomonidan, kimlarga beriladi? Yurtimizda bu maqomga erishganlardan kimlar bor? Bu savolni yuborishga undagan sabab xalq orasida soxta ""shayx""lar paydo bo'layotganini eshitayotganimizdir. Men diniy arbobni shayx sifatida bilaman. Lekin bunga asosim yo'q. Shuning uchun Siz-ilmi-urfonlar oldida tazim qilib ushbu savolni yuborayapman. Javoblaringiz uchun oldindan rahmat.",Va alaykum assalom! http://savollar.islom.uz/smf/index.php?topic=23503.0http://savollar.islom.uz/smf/index.php?topic=13894.0,2365,30.07.2015,http://savollar.islom.uz/smf/index.php?topic=23503.0http://savollar.islom.uz/smf/index.php?topic=13894.0
Turli savollar,"Assalomu alaykum va Roxmatullohi va barokatuh. Alloh Xazratni Ozi qabrlarini nurga to'ldirsin ruhlarini shod qilsin. Savolim qayta bo'lsa uzrimni qabul qilgaysizlar. Er ayolini hijob o'rashiga qarshilik qilsa, ayoli nima qiladi? Hijob o'rash farz bo'lsa. Allohga itoat qiladimi yoki erigami?",Va alaykum assalom! http://savollar.islom.uz/savol-38671/,1965,29.07.2015,http://savollar.islom.uz/savol-38671/
Tahorat,"Assalomu alaykum! Har gal vannaga kirishdan oldin o'qiladigan duolarni va “Basmala”ni bardavom o'qiyapman. Ammo junub holda tualet va vannaga kirishdan avval, shu duolarni takrorlashni davom etaveraymi? Negaki ushbu duolarda Allohning ismlari mavjud, men esa junub-nopok holda Allohning ismlarini aytishga uyalayapman. Qanday ish tutay? Iltimos aniq yo'lni ko'rsatib beringlar.",Va alaykum assalom! http://savollar.islom.uz/smf/index.php?topic=23753.0Abu Hurayra roziyallohu anhudan qilingan rivoyatda : “Rosululloh sollallohu alayhi vasallam hamma holatda Allohni zikr qilar edilar”. Ulamolarimiz o'sha “hamma holat”ning jumlasiga junub holat ham kiradi deganlar. Vallohu alam.,2552,20.07.2015,http://savollar.islom.uz/smf/index.php?topic=23753.0Abu
Turli savollar,"Assalamu alaykum! Janoza qilishdan odin mayitni ""davra"" qilib keyin dafn qilish kerakmi? Islomda ""davra"" aslida qanday o'tkazilishi lozim. Sizdan iltimos shu masalaga oydinlik kiritib bersangizlar. Biz yashab turgan jamiyatda ""davra""ga oid har xil ixtiloflar yuzaga kelayapti. Alloh sizlarni bu qilayotgan yaxshi amallaringizni ramazon oyida savoblarini ko'paytirib bersin. Oldindan rahmat.",Va alaykum assalom! http://savollar.islom.uz/smf/index.php?topic=8403.0,2759,20.07.2015,http://savollar.islom.uz/smf/index.php?topic=8403.0
Turli savollar,Assalamu alaykum! Oldingi savolimga javob uchun rahmat. Shayx Hazratlarining MR3 maruzalarini internetdan qidirib topaolmayapman. Iltimos qaysi saytlardan ko'chirib olishni aytsangizlar. speases.ru saytidan ozgina topdim. Alloh rozi bo'lsin sizlardan.,Va alaykum assalom! Quyidagi linkda Ustozimiz shayx Hazratlarining bir qancha audio maruzalarini topishingiz mumkin. https://soundcloud.com/islom_uzShuningdek “hilolnashr.uz” va “e-hilolnashr.uz” saytlaridan ham topishingiz mumkin.http://old.islom.uz/content/category/37/134/211/ Administrator.,2098,26.08.2015,https://soundcloud.com/islom_uzShuningdek
Tahorat,"Assalomu alaykum! Men tahorat qilganimdan keyin peshob chiqadi. Menga maslaxat beringlar, nima qilay?","Va alaykum assalom! Alloh taolo haqni bayon qilishdan hayo qilmaydi. Ayol kishining farji tashqi va ichkiga bo'linadi. Ichki farjiga kichik biror narsani qo'yib olinsa, namlik undan tashqariga chiqmaydigan bo'lsa tahorat ketmaydi. U erni hadeb yuvaverish kerak emas. Mustahab qilishda shamollashni ketkazadigan maxsus dorivor suvlar bilan qilish kerak. Vallohu alam.http://fiqh.uz/index.php/ibodat/toharat-poklik/586-so-ibi-uzr",4775,02.09.2015,http://fiqh.uz/index.php/ibodat/toharat-poklik/586-so-ibi-uzr
Namoz,Assalamu alaykum! men boradigon savollar birbiriga bog'liq shuning uchun bitta qilib beryapman. Bizning jome masjidimizda juma kuni ehtoyiti peshin o'qiladi.1) Niyat qanday ahiri peshinmi yoki ehtiyoti peshin deyiladimi.2) Shuni bildimki qazo namozida aniq kunni bilmasak 4 rakatning barchasida zam sura qilinarkan ehtiyoti peshinda qanday.Barchamizga Allohning roziligi nasib etsin. TAShAKKUR.,"Va alaykum assalom! Avval saytimizning qoidalari bilan tanishib chiqing. U (http://savollar.islom.uz/qoidalar ) da turibdi. Undan keyin o'shalarga amal qiling. Keyin ""Izlash xizmati"" degan joyga kirib ""Extiyot peshin"" yoki ""Oxiri peshin"" yoki ""Ehtiyot peshin"" yoki ""Ohiri peshin"" deb yozib qidirib ko'ring. Bu sizni ham bizning ham foydamizga bo'ladi. In shaa Alloh. Administrator.",3633,30.08.2015,http://savollar.islom.uz/qoidalar
Turli savollar,"Assalomu alaykum! Saytdan savolimga javob topishga urindim, lekin aniq javob topa olmadim. Savolim noo'rin bo'lsa uzr. Er xotin bir birlarining avratlari(jinsiy azolari)ga qarasa bo'ladimi? Iltimos aniqroq javob bersangiz. Javob uchun oldindan rahmat.",Va alaykum assalom! Izlash xizmatidan yaxshiroq foydalanganingizda aniq javobni topar edingiz.http://savollar.islom.uz/savol-39461/ Administrator.,5420,02.09.2015,http://savollar.islom.uz/savol-39461/
Turli savollar,Assalomu alaykum! Anchadan beri shu savolni bermoqchi bo'lib yurgandim. Oz otasidan boshqasini ota desa dindan chiqishini bilardim. Shu sababdan qaynotamni dada desam dindan chiqib qolmaymanmi? Javobingiz uchun oldindan katta rahmat,Va alaykum assalom! http://savollar.islom.uz/smf/arxiv/12178.0http://savollar.islom.uz/smf/arxiv/24285.0,2862,26.08.2015,http://savollar.islom.uz/smf/arxiv/12178.0http://savollar.islom.uz/smf/arxiv/24285.0
